CountryCode,Year,total_population
CZE,1992,10319123
DNK,1992,5171370
DJI,1992,627063
DMA,1992,70978
DOM,1992,7468551
ECU,1992,10705670
EGY,1992,58922018
SLV,1992,5392142
GNQ,1992,404081
ERI,1992,3160617
EST,1992,1533091
ETH,1992,51602776
FRO,1992,46574
FJI,1992,744534
FIN,1992,5041992
FRA,1992,58851216
PYF,1992,205269
GAB,1992,1004598
GMB,1992,979701
GEO,1992,4873500
DEU,1992,80624598
GHA,1992,15471527
GRC,1992,10369866
GRL,1992,55300
GRD,1992,97201
GUM,1992,136696
GTM,1992,9619113
GIN,1992,6751394
GNB,1992,1104708
GUY,1992,717621
HTI,1992,7386974
HND,1992,5179557
HKG,1992,5800500
HUN,1992,10369341
ISL,1992,261057
IND,1992,906461358
IDN,1992,187762097
IRN,1992,58130099
IRQ,1992,18468521
IRL,1992,3558430
IMY,1992,71306
ISR,1992,5123000
ITA,1992,56797087
JAM,1992,2423044
JPN,1992,124229000
JOR,1992,3733000
KAZ,1992,16439095
KEN,1992,25029754
KIR,1992,74773
PRK,1992,20838082
KOR,1992,43747962
KSV,1992,1932000
KWT,1992,NA
KGZ,1992,4515400
LAO,1992,4496971
LVA,1992,2614338
LBN,1992,2821868
LSO,1992,1660360
LBR,1992,2028672
LBY,1992,4596811
LIE,1992,29503
LTU,1992,3700114
LUX,1992,392175
MAC,1992,377799
MKD,1992,1977033
MDG,1992,12263899
MWI,1992,9682918
MYS,1992,19204700
MDV,1992,234000
MLI,1992,8891141
MLT,1992,361260
MHL,1992,49382
MRT,1992,2140250
MUS,1992,1084441
MEX,1992,89110043
FSM,1992,101412
MDA,1992,3706000
MCO,1992,29864
MNG,1992,2243506
MNE,1992,610328
MAR,1992,25866445
MOZ,1992,14203987
MMR,1992,43126260
"NAM",1992,1513689
NPL,1992,19765570
NLD,1992,15184166
NCL,1992,179799
NZL,1992,3531700
NIC,1992,4331273
NER,1992,8442330
NGA,1992,100592458
MNP,1992,49429
NOR,1992,4286401
OMN,1992,1979914
PAK,1992,113616165
PLW,1992,15894
PAN,1992,2575330
PNG,1992,4369407
PRY,1992,4432738
PER,1992,22737056
PHL,1992,65078901
POL,1992,38363667
PRT,1992,9952494
PRI,1992,3585176
QAT,1992,489668
ROM,1992,22794284
RUS,1992,148689000
RWA,1992,6712924
WSM,1992,165568
SMR,1992,24755
STP,1992,118346
SAU,1992,17398523
SEN,1992,7990736
SRB,1992,7646424
SYC,1992,71657
SLE,1992,3929182
SGP,1992,3230700
SXM,1992,NA
SVK,1992,5305016
SVN,1992,1996498
SLB,1992,329984
SOM,1992,6294017
ZAF,1992,36690739
SSD,1992,5593347
ESP,1992,39067745
LKA,1992,17426000
KNA,1992,41360
LCA,1992,141934
MAF,1992,32892
VCT,1992,108001
SDN,1992,21820588
SUR,1992,423572
SWZ,1992,907947
SWE,1992,8668067
CHE,1992,6875364
SYR,1992,13186187
TJK,1992,5523207
TZA,1992,27203865
THA,1992,57761574
TMP,1992,792846
TGO,1992,3984356
TON,1992,95421
TTO,1992,1237486
TUN,1992,8489900
TUR,1992,55811134
TKM,1992,3881973
TCA,1992,12970
TUV,1992,9103
UGA,1992,18571527
UKR,1992,52150266
ARE,1992,2019014
GBR,1992,57580402
USA,1992,256514000
URY,1992,3154853
UZB,1992,21449000
VUT,1992,155242
VEN,1992,20799471
VNM,1992,68450100
VIR,1992,105711
WBG,1992,2163591
YEM,1992,13245003
ZMB,1992,8576987
ZWE,1992,11019717
ARB,1993,238577631
CSS,1993,6096016
CEB,1993,110081461
EAS,1993,1893708684
EAP,1993,1672375813
EMU,1993,315275812
ECS,1993,852664422
ECA,1993,241843532
EUU,1993,481925994
FCS,1993,281787906
HPC,1993,388837016
HIC,1993,1228426035
NOC,1993,280529160
OEC,1993,947896875
LCN,1993,470263697
LAC,1993,392032035
LDC,1993,554321297
LMY,1993,4309167596
LIC,1993,351987725
LMC,1993,2021636325
MEA,1993,271261333
MNA,1993,242523161
MIC,1993,3957179871
"NAC",1993,288811320
OED,1993,1095491426
OSS,1993,14210350
PSS,1993,1772270
SST,1993,22078636
SAS,1993,1208041497
SSF,1993,552842678
SSA,1993,552351558
UMC,1993,1935543546
WLD,1993,5537593631
AFG,1993,14824371
ALB,1993,3227287
DZA,1993,27785977
ASM,1993,50725
ADO,1993,61003
AGO,1993,12246786
ATG,1993,64868
ARG,1993,34110912
ARM,1993,3369673
ABW,1993,72498
AUS,1993,17667000
AUT,1993,7905633
AZE,1993,7495000
BHS,1993,271165
BHR,1993,535692
BGD,1993,113442354
BRB,1993,263091
BLR,1993,10239000
BEL,1993,10084475
BLZ,1993,197615
BEN,1993,5582420
BMU,1993,58910
BTN,1993,518847
BOL,1993,7273824
BIH,1993,4141167
BWA,1993,1500356
BRA,1993,157812220
BRN,1993,279717
BGR,1993,8472313
BFA,1993,9552473
BDI,1993,6019901
CPV,1993,368423
KHM,1993,10007092
CMR,1993,13169100
CAN,1993,28833410
CYM,1993,28652
CAF,1993,3170848
TCD,1993,6556628
CHI,1993,142822
CHL,1993,13778676
CHN,1993,1178440000
COL,1993,36195170
COM,1993,453188
ZAR,1993,39314955
COG,1993,2581306
CRI,1993,3341005
CIV,1993,13499696
HRV,1993,4640000
CUB,1993,10797556
CUW,1993,144299
CYP,1993,818814
CZE,1993,10329855
DNK,1993,5188628
DJI,1993,639215
DMA,1993,71205
DOM,1993,7611463
ECU,1993,10951200
EGY,1993,60108373
SLV,1993,5461834
GNQ,1993,418409
ERI,1993,3150811
EST,1993,1494128
ETH,1993,53477944
FRO,1993,45501
FJI,1993,755024
FIN,1993,5066447
FRA,1993,59106766
PYF,1993,208349
GAB,1993,1031358
GMB,1993,1008296
GEO,1993,4911100
DEU,1993,81156363
GHA,1993,15907244
GRC,1993,10465528
GRL,1993,55200
GRD,1993,98302
GUM,1993,139820
GTM,1993,9860063
GIN,1993,7155564
GNB,1993,1129706
GUY,1993,719910
HTI,1993,7530703
HND,1993,5318042
HKG,1993,5901000
HUN,1993,10357523
ISL,1993,263725
IND,1993,924475633
IDN,1993,190873248
IRN,1993,58811858
IRQ,1993,19021967
IRL,1993,3576261
IMY,1993,71486
ISR,1993,5261000
ITA,1993,56831821
JAM,1993,2441024
JPN,1993,124536000
JOR,1993,3906000
KAZ,1993,16330419
KEN,1993,25824736
KIR,1993,75722
PRK,1993,21166230
KOR,1993,44194628
KSV,1993,1965000
KWT,1993,NA
KGZ,1993,4516700
LAO,1993,4621685
LVA,1993,2563290
LBN,1993,2900862
LSO,1993,1693459
LBR,1993,2006349
LBY,1993,4691934
LIE,1993,29921
LTU,1993,3682613
LUX,1993,397475
MAC,1993,385041
MKD,1993,1964924
MDG,1993,12643864
MWI,1993,9697635
MYS,1993,19700762
MDV,1993,242000
MLI,1993,9131449
MLT,1993,364704
MHL,1993,50052
MRT,1993,2202201
MUS,1993,1097374
MEX,1993,90887097
FSM,1993,103937
MDA,1993,3701000
MCO,1993,30138
MNG,1993,2263204
MNE,1993,609984
MAR,1993,26314339
MOZ,1993,14775877
MMR,1993,43642311
"NAM",1993,1559480
NPL,1993,20312687
NLD,1993,15290368
NCL,1993,184496
NZL,1993,3572200
NIC,1993,4426577
NER,1993,8732500
NGA,1993,103145093
MNP,1993,52120
NOR,1993,4311991
OMN,1993,2066264
PAK,1993,116579605
PLW,1993,16345
PAN,1993,2628511
PNG,1993,4480689
PRY,1993,4541902
PER,1993,23184222
PHL,1993,66654954
POL,1993,38461408
PRT,1993,9964675
PRI,1993,3615497
QAT,1993,492120
ROM,1993,22763280
RUS,1993,148520000
RWA,1993,6300358
WSM,1993,167206
SMR,1993,25141
STP,1993,120849
SAU,1993,17890529
SEN,1993,8234147
SRB,1993,7699307
SYC,1993,72711
SLE,1993,3893891
SGP,1993,3313500
SXM,1993,NA
SVK,1993,5325305
SVN,1993,1991746
SLB,1993,339490
SOM,1993,6269244
ZAF,1993,37473796
SSD,1993,5484372
ESP,1993,39189400
LKA,1993,17646000
KNA,1993,41836
LCA,1993,143592
MAF,1993,33238
VCT,1993,108097
SDN,1993,22829227
SUR,1993,430901
SWZ,1993,926224
SWE,1993,8718561
CHE,1993,6938265
SYR,1993,13559642
TJK,1993,5616797
TZA,1993,28122799
THA,1993,58237672
TMP,1993,820471
TGO,1993,4081398
TON,1993,95532
TTO,1993,1244410
TUN,1993,8572200
TUR,1993,56707454
TKM,1993,3991917
TCA,1993,13793
TUV,1993,9148
UGA,1993,19177660
UKR,1993,52179210
ARE,1993,2127863
GBR,1993,57718614
USA,1993,259919000
URY,1993,3178156
UZB,1993,21942000
VUT,1993,159814
VEN,1993,21263994
VNM,1993,69644500
VIR,1993,106577
WBG,1993,2262676
YEM,1993,13948118
ZMB,1993,8794061
ZWE,1993,11256512
ARB,1994,244799607
CSS,1994,6146503
CEB,1994,110019570
EAS,1994,1916918806
EAP,1994,1694082971
EMU,1994,316145953
ECS,1994,854549337
ECA,1994,242652404
EUU,1994,483042019
FCS,1994,289632847
HPC,1994,400825087
HIC,1994,1236528925
NOC,1994,282394827
OEC,1994,954134098
LCN,1994,478310786
LAC,1994,398881480
LDC,1994,569720374
LMY,1994,4384485541
LIC,1994,362123035
LMC,1994,2062007453
MEA,1994,277250339
MNA,1994,247687836
MIC,1994,4022362506
"NAC",1994,292297226
OED,1994,1104406531
OSS,1994,14511268
PSS,1994,1802890
SST,1994,22460661
SAS,1994,1233459616
SSF,1994,568228356
SSA,1994,567721234
UMC,1994,1960355053
WLD,1994,5621014466
AFG,1994,15869967
ALB,1994,3207536
DZA,1994,28362015
ASM,1994,51807
ADO,1994,62707
AGO,1994,12648483
ATG,1994,66550
ARG,1994,34558114
ARM,1994,3289943
ABW,1994,76700
AUS,1994,17855000
AUT,1994,7936118
AZE,1994,7597000
BHS,1994,275903
BHR,1994,549151
BGD,1994,115913710
BRB,1994,264015
BLR,1994,10227000
BEL,1994,10115603
BLZ,1994,201678
BEN,1994,5786794
BMU,1994,59320
BTN,1994,511382
BOL,1994,7418864
BIH,1994,3992256
BWA,1994,1539135
BRA,1994,160260508
BRN,1994,287423
BGR,1994,8443591
BFA,1994,9816586
BDI,1994,6134041
CPV,1994,378763
KHM,1994,10355253
CMR,1994,13546823
CAN,1994,29111906
CYM,1994,30055
CAF,1994,3253698
TCD,1994,6773104
CHI,1994,143388
CHL,1994,13987999
CHN,1994,1191835000
COL,1994,36823539
COM,1994,466309
ZAR,1994,40804011
COG,1994,2649964
CRI,1994,3425692
CIV,1994,13953779
HRV,1994,4650000
CUB,1994,10853435
CUW,1994,144630
CYP,1994,837166
CZE,1994,10333587
DNK,1994,5206180
DJI,1994,649878
DMA,1994,71372
DOM,1994,7753052
ECU,1994,11196476
EGY,1994,61272847
SLV,1994,5528012
GNQ,1994,433197
ERI,1994,3147871
EST,1994,1462514
ETH,1994,55366517
FRO,1994,44600
FJI,1994,765666
FIN,1994,5088333
FRA,1994,59327194
PYF,1994,211584
GAB,1994,1058625
GMB,1994,1036627
GEO,1994,4861600
DEU,1994,81438348
GHA,1994,16339344
GRC,1994,10553035
GRL,1994,55500
GRD,1994,99403
GUM,1994,142806
GTM,1994,10106463
GIN,1994,7536389
GNB,1994,1155111
GUY,1994,723230
HTI,1994,7674911
HND,1994,5455481
HKG,1994,6035400
HUN,1994,10343355
ISL,1994,266021
IND,1994,942604211
IDN,1994,193939912
IRN,1994,59501292
IRQ,1994,19606895
IRL,1994,3590386
IMY,1994,71726
ISR,1994,5399000
ITA,1994,56843400
JAM,1994,2460002
JPN,1994,124961000
JOR,1994,4061000
KAZ,1994,16095199
KEN,1994,26608089
KIR,1994,76674
PRK,1994,21478544
KOR,1994,44641540
KSV,1994,1997000
KWT,1994,NA
KGZ,1994,4515100
LAO,1994,4742685
LVA,1994,2520742
LBN,1994,2974647
LSO,1994,1725118
LBR,1994,2019148
LBY,1994,4785488
LIE,1994,30365
LTU,1994,3657144
LUX,1994,402925
MAC,1994,391783
MKD,1994,1956165
MDG,1994,13039754
MWI,1994,9725612
MYS,1994,20205992
MDV,1994,245000
MLI,1994,9383608
MLT,1994,367941
MHL,1994,50577
MRT,1994,2266745
MUS,1994,1112846
MEX,1994,92663664
FSM,1994,106057
MDA,1994,3691000
MCO,1994,30423
MNG,1994,2280495
MNE,1994,609231
MAR,1994,26747660
MOZ,1994,15363065
MMR,1994,44164109
"NAM",1994,1605828
NPL,1994,20859421
NLD,1994,15382838
NCL,1994,189482
NZL,1994,3620000
NIC,1994,4520727
NER,1994,9039088
NGA,1994,105753088
MNP,1994,54817
NOR,1994,4336613
OMN,1994,2139539
PAK,1994,119564925
PLW,1994,16805
PAN,1994,2682720
PNG,1994,4596131
PRY,1994,4651222
PER,1994,23619358
PHL,1994,68240134
POL,1994,38542652
PRT,1994,9991525
PRI,1994,3649237
QAT,1994,495179
ROM,1994,22730211
RUS,1994,148336000
RWA,1994,5995987
WSM,1994,168786
SMR,1994,25519
STP,1994,123318
SAU,1994,18373412
SEN,1994,8475136
SRB,1994,7734639
SYC,1994,73925
SLE,1994,3858559
SGP,1994,3419000
SXM,1994,NA
SVK,1994,5346331
SVN,1994,1989443
SLB,1994,349250
SOM,1994,6278911
ZAF,1994,38283223
SSD,1994,5425099
ESP,1994,39294967
LKA,1994,17891000
KNA,1994,42363
LCA,1994,145262
MAF,1994,33098
VCT,1994,108129
SDN,1994,23805536
SUR,1994,438280
SWZ,1994,944223
SWE,1994,8780745
CHE,1994,6993795
SYR,1994,13941025
TJK,1994,5702611
TZA,1994,29030288
THA,1994,58722767
TMP,1994,842752
TGO,1994,4180689
TON,1994,95678
TTO,1994,1250316
TUN,1994,8785700
TUR,1994,57608769
TKM,1994,4095512
TCA,1994,14597
TUV,1994,9188
UGA,1994,19791266
UKR,1994,51921041
ARE,1994,2238281
GBR,1994,57865745
USA,1994,263126000
URY,1994,3201604
UZB,1994,22377000
VUT,1994,164209
VEN,1994,21726808
VNM,1994,70824500
VIR,1994,107317
WBG,1994,2366298
YEM,1994,14633091
ZMB,1994,9018229
ZWE,1994,11476807
ARB,1995,252465890
CSS,1995,6197620
CEB,1995,109913216
EAS,1995,1939948993
EAP,1995,1715417437
EMU,1995,316909668
ECS,1995,856102195
ECA,1995,243052945
EUU,1995,483999563
FCS,1995,297399140
HPC,1995,412815898
HIC,1995,1246418863
NOC,1995,286202901
OEC,1995,960215962
LCN,1995,486343677
LAC,1995,405733941
LDC,1995,585189354
LMY,1995,4459374255
LIC,1995,372371977
LMC,1995,2102273232
MEA,1995,284848005
MNA,1995,252835066
MIC,1995,4087002278
"NAC",1995,295691746
OED,1995,1113165228
OSS,1995,14811146
PSS,1995,1831802
SST,1995,22840568
SAS,1995,1258965823
SSF,1995,583892679
SSA,1995,583369043
UMC,1995,1984729046
WLD,1995,5705793118
AFG,1995,16772522
ALB,1995,3187784
DZA,1995,28904300
ASM,1995,52874
ADO,1995,63854
AGO,1995,13042666
ATG,1995,68349
ARG,1995,34994818
ARM,1995,3223173
ABW,1995,80326
AUS,1995,18072000
AUT,1995,7948278
AZE,1995,7685000
BHS,1995,280151
BHR,1995,563730
BGD,1995,118427768
BRB,1995,264962
BLR,1995,10194000
BEL,1995,10136811
BLZ,1995,206962
BEN,1995,5985658
BMU,1995,59746
BTN,1995,508897
BOL,1995,7566716
BIH,1995,3879278
BWA,1995,1576291
BRA,1995,162755054
BRN,1995,295010
BGR,1995,8406067
BFA,1995,10089876
BDI,1995,6239030
CPV,1995,389156
KHM,1995,10694459
CMR,1995,13929575
CAN,1995,29354000
CYM,1995,31672
CAF,1995,3335840
TCD,1995,7001634
CHI,1995,144050
CHL,1995,14193986
CHN,1995,1204855000
COL,1995,37441980
COM,1995,479574
ZAR,1995,42183620
COG,1995,2721277
CRI,1995,3510925
CIV,1995,14404340
HRV,1995,4669000
CUB,1995,10906048
CUW,1995,145139
CYP,1995,855389
CZE,1995,10327253
DNK,1995,5233373
DJI,1995,661076
DMA,1995,71367
DOM,1995,7892420
ECU,1995,11440576
EGY,1995,62434527
SLV,1995,5588743
GNQ,1995,448332
ERI,1995,3164095
EST,1995,1436634
ETH,1995,57237226
FRO,1995,44099
FJI,1995,775498
FIN,1995,5107790
FRA,1995,59541900
PYF,1995,215200
GAB,1995,1086449
GMB,1995,1065746
GEO,1995,4734000
DEU,1995,81678051
GHA,1995,16760991
GRC,1995,10634385
GRL,1995,55800
GRD,1995,100253
GUM,1995,145562
GTM,1995,10357354
GIN,1995,7863033
GNB,1995,1180877
GUY,1995,726695
HTI,1995,7819806
HND,1995,5591136
HKG,1995,6156100
HUN,1995,10328965
ISL,1995,267468
IND,1995,960874982
IDN,1995,196957845
IRN,1995,60318632
IRQ,1995,20217759
IRL,1995,3608841
IMY,1995,72181
ISR,1995,5545000
ITA,1995,56844303
JAM,1995,2480000
JPN,1995,125439000
JOR,1995,4195000
KAZ,1995,15815626
KEN,1995,27373035
KIR,1995,77727
PRK,1995,21763670
KOR,1995,45092991
KSV,1995,2029000
KWT,1995,1637031
KGZ,1995,4560400
LAO,1995,4857774
LVA,1995,2485056
LBN,1995,3033406
LSO,1995,1753824
LBR,1995,2079921
LBY,1995,4878202
LIE,1995,30833
LTU,1995,3629102
LUX,1995,408625
MAC,1995,398459
MKD,1995,1953544
MDG,1995,13452526
MWI,1995,9822812
MYS,1995,20725374
MDV,1995,255000
MLI,1995,9640643
MLT,1995,370433
MHL,1995,51020
MRT,1995,2333966
MUS,1995,1122457
MEX,1995,94426946
FSM,1995,107556
MDA,1995,3675099
MCO,1995,30700
MNG,1995,2298038
MNE,1995,608388
MAR,1995,27161889
MOZ,1995,15913101
MMR,1995,44710931
"NAM",1995,1654214
NPL,1995,21390905
NLD,1995,15459006
NCL,1995,193816
NZL,1995,3673400
NIC,1995,4612229
NER,1995,9361912
NGA,1995,108424822
MNP,1995,57518
NOR,1995,4359184
OMN,1995,2191864
PAK,1995,122599749
PLW,1995,17255
PAN,1995,2738125
PNG,1995,4715929
PRY,1995,4760853
PER,1995,24038761
PHL,1995,69835713
POL,1995,38594998
PRT,1995,10026176
PRI,1995,3683103
QAT,1995,501019
ROM,1995,22684270
RUS,1995,148375726
RWA,1995,5912755
WSM,1995,170158
SMR,1995,25875
STP,1995,125694
SAU,1995,18853670
SEN,1995,8710746
SRB,1995,7625357
SYC,1995,75304
SLE,1995,3837807
SGP,1995,3524500
SXM,1995,NA
SVK,1995,5361999
SVN,1995,1989872
SLB,1995,359236
SOM,1995,6346440
ZAF,1995,39120000
SSD,1995,5452771
ESP,1995,39387017
LKA,1995,18136000
KNA,1995,42888
LCA,1995,147040
MAF,1995,32712
VCT,1995,108122
SDN,1995,24691970
SUR,1995,445830
SWZ,1995,963428
SWE,1995,8826939
CHE,1995,7040687
SYR,1995,14331962
TJK,1995,5784330
TZA,1995,29903329
THA,1995,59266089
TMP,1995,856439
TGO,1995,4284286
TON,1995,95889
TTO,1995,1255001
TUN,1995,8957500
TUR,1995,58522320
TKM,1995,4188010
TCA,1995,15334
TUV,1995,9227
UGA,1995,20412967
UKR,1995,51512299
ARE,1995,2350192
GBR,1995,58019030
USA,1995,266278000
URY,1995,3224807
UZB,1995,22785000
VUT,1995,168236
VEN,1995,22188671
VNM,1995,71995500
VIR,1995,107817
WBG,1995,2474666
YEM,1995,15266147
ZMB,1995,9253527
ZWE,1995,11683136
ARB,1996,258300051
CSS,1996,6258158
CEB,1996,109563097
EAS,1996,1962640188
EAP,1996,1736435473
EMU,1996,317684325
ECS,1996,857333424
ECA,1996,243653269
EUU,1996,484682026
FCS,1996,305025311
HPC,1996,424741843
HIC,1996,1254142817
NOC,1996,288040686
OEC,1996,966102131
LCN,1996,494384205
LAC,1996,412605665
LDC,1996,600664665
LMY,1996,4534496929
LIC,1996,382697537
LMC,1996,2142621760
MEA,1996,290827337
MNA,1996,258014220
MIC,1996,4151799392
"NAC",1996,299126029
OED,1996,1121735329
OSS,1996,15107874
PSS,1996,1858774
SST,1996,23224806
SAS,1996,1284469918
SSF,1996,599858645
SSA,1996,599318384
UMC,1996,2009177632
WLD,1996,5788639746
AFG,1996,17481800
ALB,1996,3168033
DZA,1996,29411839
ASM,1996,53926
ADO,1996,64291
AGO,1996,13424813
ATG,1996,70245
ARG,1996,35419683
ARM,1996,3173425
ABW,1996,83195
AUS,1996,18311000
AUT,1996,7959017
AZE,1996,7763000
BHS,1996,283792
BHR,1996,579855
BGD,1996,120987124
BRB,1996,265940
BLR,1996,10160000
BEL,1996,10156637
BLZ,1996,213674
BEN,1996,6176318
BMU,1996,60129
BTN,1996,512377
BOL,1996,7717445
BIH,1996,3810649
BWA,1996,1611827
BRA,1996,165303155
BRN,1996,302449
BGR,1996,8362826
BFA,1996,10372809
BDI,1996,6333415
CPV,1996,399508
KHM,1996,11022162
CMR,1996,14317191
CAN,1996,29671900
CYM,1996,33535
CAF,1996,3417163
TCD,1996,7242018
CHI,1996,144832
CHL,1996,14396020
CHN,1996,1217550000
COL,1996,38049040
COM,1996,492979
ZAR,1996,43424997
COG,1996,2795903
CRI,1996,3596733
CIV,1996,14852193
HRV,1996,4494000
CUB,1996,10955372
CUW,1996,146306
CYP,1996,873246
CZE,1996,10315241
DNK,1996,5263074
DJI,1996,673202
DMA,1996,71146
DOM,1996,8029114
ECU,1996,11683480
EGY,1996,63595629
SLV,1996,5643363
GNQ,1996,463844
ERI,1996,3202598
EST,1996,1415594
ETH,1996,59076414
FRO,1996,44081
FJI,1996,784479
FIN,1996,5124573
FRA,1996,59753098
PYF,1996,219282
GAB,1996,1114879
GMB,1996,1095839
GEO,1996,4616100
DEU,1996,81914831
GHA,1996,17169214
GRC,1996,10709173
GRL,1996,55900
GRD,1996,100796
GUM,1996,148060
GTM,1996,10612300
GIN,1996,8124799
GNB,1996,1207006
GUY,1996,730193
HTI,1996,7965548
HND,1996,5724587
HKG,1996,6435500
HUN,1996,10311238
ISL,1996,268916
IND,1996,979290432
IDN,1996,199926615
IRN,1996,61306632
IRQ,1996,20855408
IRL,1996,3637510
IMY,1996,72899
ISR,1996,5692000
ITA,1996,56860281
JAM,1996,2509923
JPN,1996,125757000
JOR,1996,4325000
KAZ,1996,15577894
KEN,1996,28116027
KIR,1996,78907
PRK,1996,22016510
KOR,1996,45524681
KSV,1996,2059000
KWT,1996,1637906
KGZ,1996,4628400
LAO,1996,4966303
LVA,1996,2457222
LBN,1996,3070974
LSO,1996,1779201
LBR,1996,2197801
LBY,1996,4970391
LIE,1996,31327
LTU,1996,3601613
LUX,1996,414225
MAC,1996,405231
MKD,1996,1958303
MDG,1996,13882646
MWI,1996,10006767
MYS,1996,21260881
MDV,1996,262000
MLI,1996,9901045
MLT,1996,372687
MHL,1996,51397
MRT,1996,2403779
MUS,1996,1133996
MEX,1996,96181710
FSM,1996,108342
MDA,1996,3667748
MCO,1996,30971
MNG,1996,2316571
MNE,1996,607502
MAR,1996,27556892
MOZ,1996,16410777
MMR,1996,45290888
"NAM",1996,1705349
NPL,1996,21902534
NLD,1996,15530498
NCL,1996,197564
NZL,1996,3732000
NIC,1996,4700777
NER,1996,9701730
NGA,1996,111164651
MNP,1996,60248
NOR,1996,4381336
OMN,1996,2219768
PAK,1996,125697651
PLW,1996,17695
PAN,1996,2794845
PNG,1996,4840311
PRY,1996,4870695
PER,1996,24441076
PHL,1996,71437381
POL,1996,38624370
PRT,1996,10063945
PRI,1996,3724655
QAT,1996,511864
ROM,1996,22619004
RUS,1996,148160042
RWA,1996,6097688
WSM,1996,171276
SMR,1996,26201
STP,1996,127946
SAU,1996,19331311
SEN,1996,8939438
SRB,1996,7617794
SYC,1996,76417
SLE,1996,3833053
SGP,1996,3670700
SXM,1996,NA
SVK,1996,5373361
SVN,1996,1988628
SLB,1996,369438
SOM,1996,6480888
ZAF,1996,40000247
SSD,1996,5584223
ESP,1996,39478186
LKA,1996,18336000
KNA,1996,43391
LCA,1996,148962
MAF,1996,32102
VCT,1996,108078
SDN,1996,25466387
SUR,1996,453653
SWZ,1996,984506
SWE,1996,8840998
CHE,1996,7071850
SYR,1996,14736209
TJK,1996,5862224
TZA,1996,30733937
THA,1996,59878955
TMP,1996,859496
TGO,1996,4392941
TON,1996,96174
TTO,1996,1258365
TUN,1996,9089300
TUR,1996,59451488
TKM,1996,4267690
TCA,1996,15967
TUV,1996,9264
UGA,1996,21041468
UKR,1996,51057189
ARE,1996,2467726
GBR,1996,58166950
USA,1996,269394000
URY,1996,3248039
UZB,1996,23225000
VUT,1996,171802
VEN,1996,22649212
VNM,1996,73156700
VIR,1996,108093
WBG,1996,2587997
YEM,1996,15834747
ZMB,1996,9502346
ZWE,1996,11877664
ARB,1997,264052700
CSS,1997,6312682
CEB,1997,109459093
EAS,1997,1984861851
EAP,1997,1757273497
EMU,1997,318394013
ECS,1997,858726155
ECA,1997,244288869
EUU,1997,485524343
FCS,1997,312569145
HPC,1997,436671177
HIC,1997,1261864853
NOC,1997,289904172
OEC,1997,971960681
LCN,1997,502390020
LAC,1997,419468647
LDC,1997,616192978
LMY,1997,4609883929
LIC,1997,393134571
LMC,1997,2183096828
MEA,1997,296885404
MNA,1997,263229416
MIC,1997,4216749358
"NAC",1997,302704697
OED,1997,1130280610
OSS,1997,15399398
PSS,1997,1884253
SST,1997,23596333
SAS,1997,1310019343
SSF,1997,616161312
SSA,1997,615604157
UMC,1997,2033652530
WLD,1997,5871748782
AFG,1997,18034130
ALB,1997,3148281
DZA,1997,29887717
ASM,1997,54942
ADO,1997,64147
AGO,1997,13801868
ATG,1997,72232
ARG,1997,35833965
ARM,1997,3137652
ABW,1997,85447
AUS,1997,18517000
AUT,1997,7968041
AZE,1997,7838250
BHS,1997,286968
BHR,1997,597834
BGD,1997,123574107
BRB,1997,266944
BLR,1997,10117000
BEL,1997,10181245
BLZ,1997,221608
BEN,1997,6361301
BMU,1997,60497
BTN,1997,520917
BOL,1997,7870860
BIH,1997,3779354
BWA,1997,1645846
BRA,1997,167893835
BRN,1997,309746
BGR,1997,8312068
BFA,1997,10665781
BDI,1997,6420397
CPV,1997,409805
KHM,1997,11338733
CMR,1997,14709961
CAN,1997,29987200
CYM,1997,35596
CAF,1997,3497910
TCD,1997,7494143
CHI,1997,145709
CHL,1997,14594070
CHN,1997,1230075000
COL,1997,38645409
COM,1997,506525
ZAR,1997,44558347
COG,1997,2873638
CRI,1997,3682725
CIV,1997,15296390
HRV,1997,4572000
CUB,1997,11000431
CUW,1997,146956
CYP,1997,890733
CZE,1997,10304131
DNK,1997,5284991
DJI,1997,685644
DMA,1997,70756
DOM,1997,8163474
ECU,1997,11924991
EGY,1997,64754566
SLV,1997,5692300
GNQ,1997,479836
ERI,1997,3260612
EST,1997,1399535
ETH,1997,60893264
FRO,1997,44467
FJI,1997,792859
FIN,1997,5139835
FRA,1997,59964845
PYF,1997,223734
GAB,1997,1143838
GMB,1997,1126786
GEO,1997,4531600
DEU,1997,82034771
GHA,1997,17568583
GRC,1997,10776504
GRL,1997,56000
GRD,1997,101125
GUM,1997,150306
GTM,1997,10871786
GIN,1997,8331366
GNB,1997,1233520
GUY,1997,733854
HTI,1997,8111954
HND,1997,5855946
HKG,1997,6489300
HUN,1997,10290486
ISL,1997,271128
IND,1997,997817250
IDN,1997,202853850
IRN,1997,62426086
IRQ,1997,21519356
IRL,1997,3674171
IMY,1997,73817
ISR,1997,5836000
ITA,1997,56890372
JAM,1997,2534069
JPN,1997,126057000
JOR,1997,4444000
KAZ,1997,15333703
KEN,1997,28842245
KIR,1997,80190
PRK,1997,22240826
KOR,1997,45953580
KSV,1997,2086000
KWT,1997,1686256
KGZ,1997,4696400
LAO,1997,5068658
LVA,1997,2432851
LBN,1997,3092684
LSO,1997,1801695
LBR,1997,2365290
LBY,1997,5062160
LIE,1997,31842
LTU,1997,3575137
